baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gpr37a	0.613421001720892	-3.52733024077697	2.25559375226418	-1.56381451102895	0.117861135468962	0.159036937989762
LOC117814635	3.09073460318553	1.14931187997544	0.92045444633034	1.24863526332836	0.211798508461722	0.267141656497268
LOC117814596	3.28649107688406	-1.33728293037816	1.12481599672987	-1.18889039119819	0.234482801769052	0.291439308122323
LOC117814365	5.99280784605905	-2.15887577889106	0.699944965982327	-3.08435074729228	0.00203996937673345	0.00407462544052127
LOC117814364	4.75326236711134	-3.21948498821726	0.855720933163379	-3.7623071534731	0.00016835311141889	0.00041150097858948
LOC117814366	3.75962792935054	-1.95693939895712	0.939572099474577	-2.08279854207194	0.0372695905403074	0.0568647696498766
LOC117814367	0	NA	NA	NA	NA	NA
LOC117814074	5.88898764986522	-2.33446737507783	0.800540740105279	-2.91611314468621	0.00354421946309205	0.00676652178735041
LOC117814239	4.3124236456539	-3.91106908023227	1.05674642308567	-3.70104785291068	0.000214710976108968	0.000514600668922119
LOC117814245	0.132854705520116	-1.09892942420154	3.7881186684431	-0.29009899646391	0.771740503509719	NA
LOC117814243	0.0768687403495367	-0.56310714341421	3.81065981450081	-0.147771559474137	0.882523055136499	NA
LOC117814242	2.20890597784292	-2.8940505088474	1.45048126048073	-1.99523467672256	0.0460172906492452	0.0688723904938622
LOC117814244	0.0768687403495367	-0.56310714341421	3.81065981450081	-0.147771559474137	0.882523055136499	NA
LOC117814240	3.83446681278539	-2.05011221907061	0.795390711148202	-2.57749077319639	0.00995205384363973	0.0172844956184137
LOC117813845	2.14163230263295	-1.70766237043671	1.32832322312656	-1.28557744132281	0.198590573845024	0.252329968573904
LOC117814075	0	NA	NA	NA	NA	NA
LOC117814076	4.85974751556765	-5.17473391665167	1.15568748701802	-4.47762390333034	7.54784216397486e-06	2.32007824882563e-05
iqub	506.421449017661	-6.74655040073199	0.748568824659578	-9.01259867962051	2.01230537868574e-19	3.19136329336199e-18
LOC117813852	0.751811663923681	-3.58702655798556	2.57658202510928	-1.39216470619965	0.163872527672481	0.21289368819924
asb15a	3.06215007594878	-3.76956375973522	1.0880348264064	-3.46456167417496	0.000531096344341014	0.00118473804954668
lmod2a	2.735208182313	-3.07703842979673	1.11853371221812	-2.75095725429211	0.00594213966427878	0.0108098015181282
wasla	235.663349026628	1.21575402295615	0.463645644958299	2.62216206746748	0.00873738704241269	0.0153464279393629
hyal6	2.47967852952362	-5.03617410617257	1.33102018179885	-3.78369477415908	0.000154517299226326	0.000380105520954827
LOC117814077	0.425810629975005	2.02677423513909	3.08781941806579	0.656377190738913	0.511581462613418	0.569027563313937
fezf1	1.95464903871997	-3.86313245081631	1.41710770448392	-2.72606834229525	0.00640937258859235	0.0115773888419274
aass	375.664847309794	-2.69079707441283	0.389444028507546	-6.90932939638254	4.86950087485887e-12	3.57071697402899e-11
LOC117814543	2.58031826145868	-4.5237639329472	1.29085901461528	-3.50446011665761	0.000457534095268982	0.00103105910935354
LOC117813719	0.452130947823997	-1.77807815438075	2.2424215551352	-0.792927694754321	0.427819950650292	0.488922396250812
LOC117813720	0	NA	NA	NA	NA	NA
LOC117813721	0.364545267581143	-1.92951097084323	3.76971814394153	-0.511844890564093	0.608759570027121	0.658898254336858
LOC117814078	0	NA	NA	NA	NA	NA
LOC117814577	1.23559562208877	-1.52949817761303	1.45537805376853	-1.05092843309858	0.293291460432542	0.354649943482341
LOC117814079	0.0309869672254395	0.0424786758790211	3.82033177796828	0.011119106493314	0.991128419405054	NA
LOC117815077	0	NA	NA	NA	NA	NA
LOC117815078	0.863718731206501	-3.5203327982077	1.90847241793301	-1.8445814386044	0.0650984491287591	0.0938954878739225
LOC117815076	0.0749409832907626	1.05234606224931	3.82033177796828	0.275459337934509	0.782963361455584	NA
LOC117815079	41.4853774447365	-4.45085384442249	0.834372874695419	-5.33437025508198	9.58767123917967e-08	3.99140852167088e-07
LOC117814209	29.0491791285474	-5.23210421932476	0.900425442762853	-5.81070233118985	6.22112939848018e-09	3.07729731981001e-08
dldh	731.904908889184	-0.759714444964144	0.167997567396986	-4.52217527155558	6.12073434112035e-06	1.90930609488852e-05
syt8	1.17813444838511	-1.98497561177543	1.50287310683079	-1.32078723263688	0.186572317954584	0.238923923439686
LOC117815034	34.3161477429968	-1.47136778379475	0.527462139320749	-2.78952302754759	0.00527857425396785	0.00972319430804104
LOC117813756	5.40451352929595	-6.3712845658731	1.25778367088704	-5.06548519697334	4.07361434794711e-07	1.5296483003277e-06
LOC117813757	14.0991751337474	-5.63581915903034	0.971135209266459	-5.80333109669386	6.50102374557005e-09	3.21040377032482e-08
LOC117815095	5.04549760918115	-3.95544492600956	1.1530125460487	-3.43053069072371	0.000602401823058308	0.00132883905906701
LOC117815093	18.1896010838867	-4.73094316102032	0.826299182611123	-5.72546029401898	1.0315367078756e-08	4.94808760216436e-08
myod1	2.37482714994117	0.482220668653496	1.06184732373654	0.454133713834308	0.649732588991354	0.697497983205756
tnnt3a	7.83830408322051	-2.090318153081	0.709313293346207	-2.9469603526248	0.00320914346599101	0.00617940771237683
prr33	4.33636281844879	-0.356872851178634	0.754399995181335	-0.473055214021909	0.63617378775841	0.684890836716813
lsp1a	26.2701731138162	-0.645879389435943	0.615502914512605	-1.04935228446057	0.294016010489321	0.355399584922805
cacna2d4b	48.130344883307	1.84371950966159	0.422461777347452	4.36422798113929	1.2757248109496e-05	3.78577030716575e-05
LOC117814011	2.23004092921947	-3.71161790665909	1.27582379052596	-2.9091932085143	0.00362362841766958	0.00690260563888292
si:ch1073-174d20.2	361.11705297045	0.105600516813961	0.332302467872579	0.317784329108422	0.750648538562179	0.78824893799367
urahb	16.6372760249094	-4.38904747304189	0.884462695177308	-4.96238846134943	6.96315545168164e-07	2.52147897262494e-06
LOC117814470	107.16228102716	-1.13568734880079	0.30556280891502	-3.71670673153368	0.000201836497634586	0.000486540160035188
LOC117814750	1.00397689353241	-3.27506913471703	1.71861282106417	-1.90564686506242	0.0566960374199401	0.0829794309908413
LOC117814082	127.014732033786	0.385981584464187	0.405124313476212	0.952748506136872	0.34071751030736	0.403119363586167
LOC117814896	30.6473392413829	0.91679179292663	0.313648329394827	2.92299275017835	0.00346684588406458	0.00663265147286876
slc7a10b	10.8118978168133	-3.14384963929483	0.569329290482818	-5.52202335598911	3.35117929097316e-08	1.48772334797955e-07
LOC117814839	5.77955327203145	-5.34272836194642	1.19912813039905	-4.4555108219907	8.3693673651986e-06	2.55377962229324e-05
LOC117814083	0.981462135462155	-1.13247605040114	1.652901895434	-0.685144141663525	0.493252967929329	0.551654157784574
LOC117814840	9.70000797961151	-3.39785561083536	0.697342619177526	-4.8725770050351	1.10151899642284e-06	3.86972234401659e-06
faap24	150.600822193775	1.03324298331833	0.28083824210194	3.6791391926719	0.000234022521761997	0.000556731453001897
tdrd12	1369.72844475277	-1.5484162254208	0.471475100018923	-3.28419512580549	0.00102274085841216	0.00216486674624097
LOC117814084	8.74075693828546	-5.80524689250375	1.0199513577565	-5.69168995007079	1.25788114731894e-08	5.95926833702932e-08
lamb4	81.6272957962043	1.05961963069857	0.746026399516835	1.42035138620408	0.155505408118594	0.203167183293215
lamb1a	289.446457814272	0.881641881049039	0.465474711500602	1.89407041728818	0.0582156637358693	0.0849316338749814
LOC117813929	31.1887159493621	-3.03487313558458	0.505647771049323	-6.00195098118714	1.94960565965796e-09	1.03849373396927e-08
nup160	1725.89992445572	-0.109849844473214	0.34075709399337	-0.322369941549482	0.747172452915983	0.78511975334407
LOC117814961	274.896050414464	0.263557499289896	0.344630700672176	0.764753397697442	0.444418402809464	0.504640747515734
LOC117814269	16.8246379448653	-1.02928178346738	0.484748062443117	-2.12333346580041	0.0337259182513805	0.0519749938149922
LOC117814204	368.438434602879	0.316823113989237	0.388961534274098	0.81453585013364	0.415338043269087	0.477196653461885
tbc1d15	348.936019663584	-1.20764296477385	0.30082559297004	-4.01442893488826	5.95898938934899e-05	0.000158194365999993
tph2	1.6402694200843	-3.36633572577278	1.27788600040687	-2.63430049683694	0.00843108344502695	0.0148523265460264
LOC117814495	32.3071550757885	1.24277202657709	0.492658017734211	2.5225856107909	0.0116495589760004	0.0199155016206283
LOC117814270	37.9393272672848	1.14176577408402	0.538921513216042	2.11861235093488	0.0341232410751836	0.0525158160212559
LOC117814158	520.037864515687	0.178840503081405	0.27893796661163	0.641147941436054	0.521426568746514	0.578192724418624
LOC117814405	309.785489491858	-0.300222909953565	0.258300384250481	-1.16230144536847	0.245113039724434	0.3029253635563
rbl2	12.3344422826368	-4.00150524329985	0.92916504941312	-4.30656022396375	1.65812800782797e-05	4.80832851062385e-05
LOC117814843	37.105884913552	-1.53559855985785	0.431044088936016	-3.56250926360757	0.000367326942379901	0.000841845502862951
phf21ab	67.6804976486176	0.638480067504006	0.450553119329594	1.41710275683817	0.156452886664426	0.204281566137936
LOC117814720	716.079219790003	1.66563445190502	0.327017044337872	5.0934178531199	3.51665459407594e-07	1.33280014405847e-06
prdm11	26.5673021358607	-1.00494362723934	0.488438884462724	-2.05746032760017	0.0396419672944914	0.0601716567802289
cd59	44.2541730804871	-0.5175820003433	0.903441623519461	-0.572900325675719	0.566712184071131	0.620488030587463
kcnj11l	15.7753662911067	-1.7659238186663	0.74340563588763	-2.37545121185123	0.0175275093557965	0.0288380842906326
LOC117815026	92.4073493242504	1.66166666878997	0.339640488824159	4.89242809225332	9.95995105852052e-07	3.52086121210719e-06
LOC117814272	40.3262293934979	0.133761341429142	0.426093126457745	0.313925133083336	0.75357790117552	0.790870891958575
pclaf	2116.27119754617	2.35776766901888	0.302176095540199	7.80262801663351	6.06310718249313e-15	6.12832683033202e-14
LOC117813781	26.4004172447551	-1.23809143147718	0.420192577403373	-2.94648572596905	0.00321407252890363	0.00618789652005394
commd9	541.316954030763	2.03295587791899	0.337759237798915	6.01894974410533	1.75552358371128e-09	9.40803925959607e-09
sh3gl3b	14.2538346139959	1.20348995743091	0.556870246778545	2.16116764074399	0.030682392076225	0.0477565646492974
LOC117814273	3443.61538666026	0.545723323223386	0.28373441104728	1.92335967008404	0.0544348955585943	0.080039632119895
LOC117815137	0.127544770806418	-0.293998810191301	3.81590028127726	-0.077045726701457	0.938587168402568	NA
LOC117815138	0.359215083633462	-0.543428054465195	3.21523461472203	-0.16901660985389	0.865783576582391	0.887779199710714
LOC117815140	0.915805447584278	0.207573439696712	1.3552727393875	0.153159901814688	0.878272178236527	0.898144469962445
LOC117814637	4.37006928961435	-3.53791239077608	0.967991397692186	-3.65490065222781	0.000257281587631994	0.000607444153617578
c6h15orf40	261.245140152436	-0.224965814784972	0.460945206236062	-0.488053269111906	0.625512110137039	0.674971603390124
glsl	6.77813182502994	0.0962636329185808	0.878761463807194	0.109544668130442	0.912770494871964	0.927399477501974
LOC117814274	29.6360990575647	0.990309313762382	0.531240628727688	1.86414453302293	0.0623014101612493	0.0903104526684987
LOC117814275	479.306450773191	0.681502551689594	0.546597308102084	1.24680919863278	0.212467466832816	0.267871716642795
LOC117814126	3.00677462695386	1.2887260710467	1.90212853782236	0.677517867705246	0.498077437354369	0.556319493995938
si:ch211-284k5.2	1.41610587145615	1.67761286780533	1.79953731790954	0.932246778718735	0.351209005369957	0.413556475539155
LOC117815999	0.0479778271019757	0.0424786758790213	3.82033177796828	0.0111191064933141	0.991128419405053	NA
ndufb7	797.931459684969	0.511818259635231	0.278694133603145	1.83648738141023	0.0662856066595627	0.0954514341945474
tecrb	201.537587219554	0.569928375394262	0.303768287241128	1.87619445258899	0.0606285835515208	0.0880896783260178
dnajb1b	88.4557802213888	-0.828522100972537	0.491358118765646	-1.68618787261293	0.0917596190000515	0.127507681931741
LOC117816316	0.451584515058249	-1.04948960256565	2.28966531384218	-0.458359392624308	0.64669426055476	0.694634520266169
LOC117815370	0.613584435725471	-2.46025868120372	2.14005824600705	-1.14962229920335	0.2502994696462	0.30838918330651
LOC117815371	19.1700767041949	-1.06396687325274	0.584255300600767	-1.82106499018272	0.0685969783218197	0.0983983567033501
LOC117815877	3.82705360333711	-1.70283655364563	0.902077686520822	-1.88768282276575	0.0590685437396227	0.0860333592894285
dnm2b	112.702972461102	0.292730368129614	0.298335212606093	0.981212930154915	0.326487749157747	0.388876860600588
tmed1b	244.970901003801	0.0726250795332522	0.215874842695624	0.336422153810905	0.736552545753626	0.7757426754475
LOC117816130	9.26105428713871	-1.79657098782075	0.860686765651043	-2.08736913302226	0.0368547799352529	0.0563285257708741
LOC117815251	12.1006338042995	-1.32352343498859	0.773634300436162	-1.71078691087301	0.0871204567276399	0.121751491257785
LOC117815250	7.80825854378581	-1.3885584640878	0.955912402781884	-1.45260011277899	0.14633481473967	0.192689572992477
LOC117815257	7.1869772631639	-3.9491651075641	0.8708161685626	-4.5350158278328	5.75991657913698e-06	1.8071861796994e-05
nxnl1	0.132642836516838	0.0741408517778262	3.80580706550574	0.0194809801184638	0.984457409831458	NA
LOC117816151	2.77974414837473	-0.935668002505133	0.979734350043544	-0.955022147037662	0.339566497234565	0.401878370787884
colgalt1b	142.163388934833	1.07450052381533	0.341488293778265	3.14652227731422	0.0016522467429493	0.00336166416004568
LOC117815489	0.239797029813303	0.729626706530268	3.77641499382422	0.193206177743565	0.846797500752109	NA
LOC117816147	3.42751170922909	-2.7415424171628	1.03345527607632	-2.6527925113233	0.00798289258179631	0.0141319015077105
LOC117815249	37.8469653438196	-2.8583949102139	0.452709028030785	-6.31397814761388	2.71952356154449e-10	1.61547310416285e-09
LOC117815490	1.92578389843359	-1.29425346818113	1.46792529538423	-0.881688919899942	0.377945054457824	0.440032618010583
LOC117816333	116.803799522058	-0.195370036770749	0.32950573226468	-0.592918476495016	0.553235712183697	0.607822931220215
mvb12a	131.321445915494	1.19573736395153	0.253728301985382	4.7126684512334	2.44493820647007e-06	8.17144889391439e-06
LOC117816079	192.90232979732	-2.28312614619982	0.312041340699975	-7.31674252225131	2.54062656035508e-13	2.19152087152835e-12
LOC117816165	6.80414417062677	1.08853720892381	0.609479266937834	1.78601187599519	0.0740973352657419	0.105347524147628
adcy9	67.0057229599305	-0.555520192808404	0.50709317229978	-1.09549925566735	0.273297971433369	0.333304913296336
crebbpa	621.491571438718	0.72991629638443	0.512785771252749	1.42343320993721	0.154610610990614	0.202153671492677
LOC117816141	4.09324246496507	-4.61648238570128	1.29963412758086	-3.55214001212356	0.000382111477168835	0.000873119583500068
slx4	255.901059243473	0.32719023408081	0.527028187488266	0.620821128448836	0.534717319955976	0.590407745628087
mcrip2	768.873825099403	2.58524031877956	0.267107641727251	9.67864603970935	3.71604509241359e-22	7.47390355177228e-21
gde1	76.3541118520761	0.447549338029612	0.32357666490349	1.38313230394132	0.166624302154354	0.215984707476307
tmem186	245.459483777014	2.63461497836212	0.209917151454309	12.5507370889395	3.93826879887728e-36	2.17731311990023e-34
hmox2a	32.6102386346312	-0.85063362002729	0.299324708623195	-2.84184230543463	0.00448536716901654	0.00840272921268953
cxcl12b	48.5381835707795	-2.39308764332141	0.431265595276241	-5.5489880703063	2.87327781239618e-08	1.29196961290135e-07
LOC117816242	0.0619739344508789	-0.426275133768919	3.81744216310145	-0.111665119091836	0.911088937241669	NA
xpnpep1	862.022120896411	0.538790006494335	0.337218246390876	1.59774867540772	0.110098921179859	0.149727226886837
cusr	2.05353390710299	-1.72946400549121	1.19826688605132	-1.44330451389703	0.148934708789507	0.195647059294521
add3a	98.220182224552	-0.139857113109244	0.381550935100669	-0.366548998424926	0.713955457290458	0.755692924584419
mxi1	400.942858894541	-2.1594802703966	0.442861807034366	-4.87619441571991	1.08152020031077e-06	3.80452496626041e-06
LOC117816655	2.26675545501394	-0.44956809491978	0.860376552183679	-0.52252481053645	0.601304976512733	0.652195602091304
dusp5	62.0481469200446	-1.05034431286054	0.853948665546774	-1.22998530852908	0.218702606428496	0.274858165712869
smc3	2098.41453398304	-1.88196855649005	0.358676939657711	-5.24697394342116	1.54617756706878e-07	6.23321677156622e-07
rbm20	3.06000429695145	-2.28106525288946	0.934855495694995	-2.44001908679336	0.0146864859225158	0.0245459666645084
pdcd4b	780.767066802623	-1.13952424230365	0.389336659984567	-2.92683520310886	0.00342430274340665	0.00655812044783745
LOC117816331	207.535376650688	-3.02157872219297	0.422031195696375	-7.15960988904432	8.09069674934523e-13	6.55779522066772e-12
shoc2	197.38965507249	-0.590925427761482	0.248264100624542	-2.38022906362591	0.017301879123559	0.0285181704502785
LOC117815426	0.963152718207148	0.106746743775831	1.31465765166252	0.0811973700079548	0.935284991041417	0.946512710911737
adra2a	2.9268564323624	-1.92102267513305	0.914120512775479	-2.10149826886652	0.0355972497956255	0.0546040404820884
LOC117816216	1.35415235970414	1.75824880511569	1.70848759633327	1.0291258823823	0.303420525172808	0.365153702413106
LOC117816217	0.335441939433397	-1.69757536359967	3.19199033022843	-0.531823466858117	0.594848268012801	NA
LOC117816218	0.272517579270354	-1.97410012938528	3.76890323989895	-0.523786365350735	0.600427137751609	NA
LOC117816296	18.4305240153698	-6.17694503223397	1.6594797026147	-3.72221788702898	0.000197480496160384	0.000476910182367005
pnpla6	175.645327831013	-0.293880089070283	0.395841362355128	-0.742418850121655	0.457833602123526	0.517254929345243
atp5pd	1197.09201593332	1.37360510772526	0.27060412709494	5.0760685820706	3.85324261279241e-07	1.45240425929783e-06
LOC117816104	3.84082073104633	-2.50676327694841	0.82864162096376	-3.02514767968437	0.00248511751882075	0.00488132684251225
caly	13.9744657761279	-4.79391859109965	0.90787176038229	-5.28039179132635	1.28907937980418e-07	5.25721279414647e-07
LOC117815494	0	NA	NA	NA	NA	NA
LOC117816651	47.7186955418368	0.0028174024582499	0.416177283164982	0.00676971707062882	0.994598588525317	0.995897238859925
LOC117815495	0	NA	NA	NA	NA	NA
LOC117816650	207.639312974277	0.0971127087912492	0.45921846224521	0.211473877414349	0.832517514077078	0.860048620813244
vps37a	224.864875946649	0.100699702496271	0.265797874774425	0.37885819283443	0.704793171187196	0.747192653346112
LOC117816701	2.03016696908332	-1.94984540601841	1.56257105371085	-1.24784431491153	0.212088076453671	0.267421758859294
LOC117816712	0	NA	NA	NA	NA	NA
LOC117816713	0.551433457027454	0.961923951813263	3.39042648744216	0.283717684302002	0.776626741286849	0.811442338180119
LOC117816697	0	NA	NA	NA	NA	NA
LOC117816714	0.354623076685527	1.80694245507765	3.78305802966117	0.477640691977302	0.632905963253317	0.681918014374269
LOC117816698	0.124723506090805	-0.486693628035463	3.81519078853398	-0.127567310525637	0.898491402141679	NA
LOC117816702	0.958871053701829	-2.75719177857517	2.84431889381374	-0.969368021487299	0.332361601722608	0.394785268199839
LOC117816700	0.25495961872899	1.55104974423232	3.81661136887007	0.406394467323384	0.684452784235724	NA
LOC117816703	0.10468900301029	-0.894572981182001	3.7945531166199	-0.235751866870391	0.813625220072824	NA
LOC117816699	0	NA	NA	NA	NA	NA
LOC117816704	0.276040286859275	-0.14395751065102	3.81270457712782	-0.0377573210142249	0.969881172985497	NA
LOC117816709	0.0959556542039514	-0.538211763426713	3.81415310322754	-0.141109113572625	0.887783744104273	NA
micu3a	39.4466860347369	-4.58174302933615	0.578423970797755	-7.92108083455993	2.35454798992719e-15	2.50110229510899e-14
LOC117816246	0.311544007993196	-2.00070234940044	2.76209507995852	-0.724342316786027	0.468855603620814	NA
kpna7	30565.2523620311	9.52631108145681	0.476835118961214	19.9782077759077	8.52290233603881e-89	2.27657255319832e-86
LOC117816571	8.36141458166432	0.40007733879332	0.735421206840229	0.544011153162512	0.586433797905964	0.638834746717614
xpa	170.194827848339	1.13991046431032	0.224275258849797	5.08264027943337	3.72224221531976e-07	1.40503118743723e-06
LOC117816569	4.71198098331838	-1.64501123501063	1.06372064045814	-1.5464692255122	0.121991286826545	0.1640234637027
slc24a2	0.259048371978723	-15.5267387796328	3.77897780542381	-4.1087139377606	3.97868532393263e-05	NA
nansa	399.838058951599	0.0631451515070347	0.244198791905234	0.258580933240404	0.795958596085948	0.828727004981879
clta	1296.43184091118	-1.22790871977028	0.322973651730316	-3.80188511722805	0.000143599313174891	0.0003552696921747
LOC117815900	30.5124724275862	-0.763771715305792	0.391675706922152	-1.95001043416154	0.0511748754143496	0.0757616336545855
LOC117815672	47.9378048528777	-0.900733565081937	0.310648336310678	-2.89952805084756	0.00373724903252026	0.00709969803820555
LOC117815671	78.740239165717	-0.566467115506574	0.262624810016829	-2.15694440852818	0.031009996203835	0.0482082552807853
trnar-ccg	0	NA	NA	NA	NA	NA
cplx2l	13.5373984085397	-5.96567804276297	1.11245456357469	-5.36262624838649	8.20206038159447e-08	3.45110763631231e-07
tmod1	22.7780429589618	-3.50286014731083	0.651795362115516	-5.37417163562146	7.69355475554075e-08	3.24807098567697e-07
LOC117815509	1446.62201283699	-2.07868885539405	0.441857466200616	-4.70443302286594	2.54572419961316e-06	8.47968353613615e-06
stra6l	12.8410366674012	-1.0631963982456	0.614491642094214	-1.73020481551577	0.0835936882950579	0.117416410743776
LOC117816339	1.01943959303414	-2.52293072055389	1.91546968633443	-1.31713424574311	0.18779362972512	0.240316706058482
LOC117816453	0.711276599838504	-3.20454783650451	2.59529595839555	-1.23475237039463	0.216922678606027	0.27282313186441
LOC117816332	37.2145240753939	-10.5308928912264	2.99842835330552	-3.5121375768799	0.000444517825550417	0.00100413552516249
LOC117815651	203.952236183111	-2.73944122296894	0.442254229970449	-6.19426799637844	5.85565216046832e-10	3.3318913071042e-09
LOC117815836	18.8041208272683	2.26495533340247	0.484996130349259	4.67004825743953	3.01128987719563e-06	9.91515155825094e-06
LOC117815497	1.93178365406439	-2.66644499162102	1.52354301892598	-1.75016061804459	0.0800906022340461	0.113003376278116
LOC117815397	2.14118950335164	-1.99310808756658	1.12721983810287	-1.76816271342511	0.0770337056624401	0.109072202782203
LOC117815396	2.37284019406132	-0.984805745238281	0.990057113572011	-0.994695893538117	0.319884192292331	0.382102648144186
LOC117815398	0.797033223767847	-1.25348128738195	1.5622720765021	-0.802345062832124	0.422353382312572	0.483535129194162
LOC117815399	0.235677465575535	-0.971468509001672	3.80286479024538	-0.255457020584471	0.798370135158263	NA
LOC117815294	0.421472677261844	1.63817534473461	2.60162098021466	0.629674867012889	0.528907329459568	0.585166921963181
LOC117815295	0.142407376537851	0.520355075410105	3.81940461411541	0.136239840494255	0.891631680616961	NA
tusc3	155.698033116742	-2.3634407359709	0.396509871425683	-5.96061007881835	2.5129795209849e-09	1.31126124127248e-08
LOC117816314	6.98878901740324	4.49464128504862	1.39321829321602	3.22608546480785	0.00125495877005894	0.00261176003156887
LOC117816385	1.09317514668473	-2.50031019934194	2.55451041098838	-0.978782544234975	0.327687436427976	0.390032214800094
LOC117816420	0.42362081996396	-0.811644560814123	2.37013022588345	-0.342447242750802	0.732014340601539	0.771809693228713
LOC117816409	0.489896041085994	-0.738582537571214	3.04414829981086	-0.242623704507794	0.808296916270127	0.839330942189645
LOC117816424	0.203228517321381	-0.584810395779871	3.78392796112642	-0.154551144151746	0.877175188392523	NA
LOC117816113	4.87691186089345	-1.3340819357091	0.930397802077686	-1.43388336981229	0.151605548368307	0.198716364413065
tppp2	1.57655007157844	-0.685800601146758	1.31966184924507	-0.519679038640907	0.603287299020381	0.653868376019491
ftr84	8.63008562849272	2.04424294054151	0.783886136600058	2.60783147589264	0.00911178015464157	0.0159333835686866
LOC117816318	1.84240474221248	-0.951187576910323	1.26404235309214	-0.752496603126866	0.451752471874226	0.511454020090769
LOC117816408	0.108675906524798	-0.943626385782183	3.79290528385892	-0.248787226456162	0.803525372322938	NA
LOC117816311	2014.29521008578	10.1954394132592	0.440717226045306	23.1337438401173	2.11921418241499e-118	1.07191656933088e-115
LOC117815499	0.225325620078613	-1.56247218228996	3.77710349275784	-0.413669412364745	0.679116231039805	NA
LOC117815500	0.363666513161197	-0.855136645589453	2.1759263537658	-0.39299889176373	0.694320299915702	0.73799859116051
vwa10.2	2366.93113045258	7.93978894966429	0.44571313138695	17.8136751882486	5.53529625574976e-71	9.67577925646611e-69
LOC117816551	101.661304678145	-1.01320366954431	0.345357475077305	-2.93378236367263	0.00334858917194398	0.00642605831325671
psmd12	1295.69228542286	0.116486976733655	0.26261381895987	0.443567582220246	0.657355247813806	0.70421821036806
helz	194.793869211764	0.145246333826765	0.29502085927464	0.492325641596593	0.622489156108498	0.672075694089983
cacng1a	0.805413148959201	-3.61976906434807	2.42574683244272	-1.49222870908708	0.135639198576333	0.180263342338727
LOC117816191	2.3966884455633	-2.90360982088639	1.13052589572367	-2.56837090761883	0.0102177761791417	0.0177033155824456
LOC117816630	65.9828121491232	-8.91402396983591	0.918042395595325	-9.70981733807121	2.73827392186001e-22	5.60697553353816e-21
LOC117816631	6.46889597329297	-5.38300142202917	1.20868716703348	-4.45359359216236	8.44448728407216e-06	2.57537904046501e-05
LOC117816632	2.57498027077785	-4.13720127107453	1.48003744945858	-2.79533553194075	0.00518458745075848	0.00957157703400492
prkcaa	35.2031261844231	-2.77228098072137	0.394624512360247	-7.02511094442758	2.13896218674173e-12	1.64668225600425e-11
LOC117816301	2.08024790238296	-2.1855243064735	1.22516783943958	-1.78385706522725	0.0744468940441379	0.105793891572197
LOC117816303	4.46529517275322	-4.54860693040666	1.26195551189746	-3.6044114768891	0.000312861059014588	0.000726545468003692
LOC117816305	1.77365538321397	-1.20334404469391	1.26921500439318	-0.948101023489895	0.343078027277791	0.405588662776143
nol11	702.218831011874	2.1681041953897	0.310718732673916	6.97770674053635	3.00037117472205e-12	2.25792415120821e-11
trnas-aga_2	0.0281657025098266	-0.0974651630793675	3.81594797701244	-0.0255415334974442	0.979623020342056	NA
LOC117815861	163.268644399187	-1.54220009663948	0.313499864774836	-4.91930067576626	8.68539635585322e-07	3.09283893900088e-06
LOC117815804	39.5642229167308	-5.52802670367084	0.782754012702695	-7.06227833260624	1.63794480814711e-12	1.27626554978962e-11
trnar-ccg_1	0	NA	NA	NA	NA	NA
LOC117815803	1930.5697646354	-0.421076145481612	0.466465678180737	-0.902694807308976	0.366687893145255	0.428894036100475
LOC117815486	652.689103688181	1.24288934512051	0.431248437430854	2.88207269230927	0.00395068579761104	0.00746926186349366
LOC117816427	94.0186338177232	-0.203527949696337	0.379040229909021	-0.536956063331824	0.591297963709648	0.64321647604393
LOC117815775	666.429901539315	0.59618305278853	0.403193001450771	1.47865426890681	0.139232740513002	0.18440081390778
zgc:158320	30.8309746010051	-1.76789125248336	0.454317374250096	-3.89131332562721	9.97030819225748e-05	0.000253827518370676
LOC117815501	1.89903512728627	-3.98612480755073	1.41933363001903	-2.80844807960852	0.00497809088794562	0.00922494048810468
LOC117816120	6.30132420330458	-6.68577610407355	1.15518519761878	-5.78762272738187	7.13895264284635e-09	3.5021527275771e-08
LOC117815502	0.0974060756794201	-0.538211763426713	3.81415310322754	-0.141109113572625	0.887783744104273	NA
LOC117815462	48.2771390509647	-1.43826242420393	0.903818671369347	-1.59131745090513	0.111538151422472	0.151347074762363
LOC117815463	28.726063779314	-0.515561132568806	1.03050541474232	-0.500299295077184	NA	NA
LOC117815465	1.65813796319863	3.24230499732888	1.37803098280148	2.35285348282766	0.0186299732117213	0.0304496633318839
LOC117815466	5.04185834894607	3.80154783662516	0.970209904047395	3.91827358261997	8.91854484848362e-05	0.000228939171453408
LOC117815468	83.7224967675954	3.88036055828796	1.19673089335722	3.24246710754018	0.00118499626047573	0.00247743523879075
LOC117815464	2.02451500551643	-0.481156105879893	1.08468264891767	-0.443591594610648	0.657337883847003	0.70421821036806
LOC117815470	17.2702937783873	5.62660456039173	0.94052321774696	5.98241963007608	2.1984699660097e-09	1.15962339698133e-08
LOC117815469	16.150325462831	5.64362933940379	0.988285830672649	5.71052337719201	1.12629264408117e-08	5.36903048480881e-08
