baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC117823219	1.77062525984005	-2.0190644162678	1.64334076524117	-1.22863404777249	0.219209043904704	0.27534907538553
il19l	0.182846959749591	-0.716062804925748	3.79935406530675	-0.188469616839444	0.850508530951326	NA
prelp	12.2405442498967	1.08446854976649	0.659082313350488	1.64542201755274	0.099882812138157	0.137382208572113
zgc:113307	3.3926134431848	-0.485926610564046	0.955770667247317	-0.508413395823861	0.611163460279661	0.661199096260507
fmoda	6.12505156935602	-0.775394709086102	1.03416566775733	-0.749778041624224	0.453388395830678	0.512964131643
slc6a14	5.55766622813234	-3.15283608931081	1.45374565276532	-2.16876733788575	0.0301003521302905	0.0469507838599041
LOC117814507	0.281668202963669	-1.41912884913596	2.88996278004144	-0.491054368913226	0.623387994142844	NA
LOC117814515	0.163461901856895	-1.62578677016294	3.77688856040009	-0.430456642859146	0.666863499375847	NA
LOC117811815	0.335441939433397	-1.69757536359967	3.19199033022843	-0.531823466858117	0.594848268012801	NA
LOC117811826	2.43830326199063	-4.19980893691489	1.21207075931491	-3.46498659805035	0.000530257903405502	0.00118320078258485
elmo2	28.8063745363342	-2.79686548444791	0.387396217259258	-7.21965099255515	5.21211672867742e-13	4.33395071671383e-12
arfgap1	207.094302722892	-1.08297963461142	0.247569547631834	-4.3744460696836	1.21741214470151e-05	3.62358068310866e-05
LOC117814544	0.154525124057221	-0.325550415370773	3.80433436973864	-0.0855735547223042	0.931805421600414	NA
LOC117817858	3.52076682817882	-5.27640527698267	1.42579003423187	-3.70068884639475	0.000215014995432098	0.000515225429534046
LOC117819015	552.865060925596	1.96372183815961	0.407153875631891	4.82304591872538	1.41382406056076e-06	4.88813836412318e-06
LOC117814480	3.28225224021471	-5.05508711018394	1.3673414736921	-3.6970187823925	0.000218146208135168	0.000522465223251798
sys1	252.19036015917	1.65450104166185	0.302229387310377	5.47432219078932	4.39189369052268e-08	1.91645537270183e-07
LOC117815658	13.3896897677524	-2.89011854645746	0.59577782846235	-4.851000504528	1.22840233841257e-06	4.28382115169166e-06
LOC117815684	0.490129352128082	-16.6202899703721	2.96199114962929	-5.61118826180563	2.00942010786597e-08	9.25953561238566e-08
inpp1	110.499627311358	0.772264824389826	0.408674218344045	1.88968324823391	0.0588003358353184	0.085695217251902
dnajc14	109.508871939923	-3.12411097044245	0.366877599916878	-8.51540396892658	1.66010566059469e-17	2.20478725526914e-16
nab2	14.3883949126341	-2.9353707502739	0.672244453573185	-4.3665228246533	1.26240101606324e-05	3.7490392698153e-05
zgc:113184	194.739902587432	4.51064846214361	0.557596452139496	8.0894497173292	5.99348903615393e-16	6.82717847898838e-15
LOC117821046	52.7080304956001	0.217348865554097	0.698031976137792	0.311373795161487	0.755516472857962	0.792520544908102
dgkab	4.12943362160482	-5.3167496470564	1.16187881669259	-4.57599327113223	4.73965778785873e-06	1.50999577312739e-05
stx16	162.543560519522	0.262920605456944	0.306122854885705	0.858872838995012	0.390410675897047	0.452544395050977
LOC117817320	7.06897373157646	-0.037533584796834	0.60332034905777	-0.0622117003934174	0.950394244973192	0.959352995021345
cnpy2	250.509081801552	1.72442293249686	0.364600920005121	4.72961761169621	2.24943113391332e-06	7.5488038320894e-06
LOC117819000	80.1770244797618	-0.563872680829015	0.285264258699142	-1.97666782162048	0.0480791903818341	0.0716336546093847
LOC117818991	173.655475696389	0.572263719326133	0.22532890779788	2.53968176972416	0.0110953373224094	0.0190598637304457
npepl1	2718.60955356777	2.59834766465573	0.263615927471605	9.85656553295933	6.42081538301375e-23	1.38891759872963e-21
ctsz	404.145392569114	-0.00899227629634065	0.342035103103713	-0.0262905070700126	0.979025626556515	0.982538678661264
nelfcd	1448.8472506439	0.945559249616944	0.429237247533865	2.20288256680787	0.0276030266559109	0.0434343892435113
kdm5ba	130.954124465241	-1.61092244982704	0.245395792548804	-6.56458871236217	5.21766740535049e-11	3.40394092281551e-10
rabif	23.0302842513616	-0.0530845832106352	0.465684328826589	-0.113992633903733	0.909243632674666	0.92429012569806
adipor1a	92.8687865997086	-2.24991323192459	0.406350452138645	-5.5368788691711	3.07909345962561e-08	1.37618516291934e-07
inavab	46.395747346518	-0.469175726375781	0.366080538973662	-1.28161886914599	0.199976377679225	0.253805906068455
gpr25	0.104186170760921	-0.446431695067562	3.81214572854206	-0.117107720128605	0.906774692056472	NA
LOC117827462	2.33631572433964	-4.6851985787515	1.29726383517761	-3.61160039438703	0.000304313232921408	0.000708355868622406
si:ch1073-456m8.1	206.59726914025	1.38407071905674	0.219000505087266	6.31994304536067	2.61659722263954e-10	1.55705546367484e-09
avil	1.27295898854845	-3.79608486759318	1.47425475919793	-2.57491783147334	0.0100263902676922	0.0174034298944104
olfml3b	2.62560243123402	-0.0279049327241747	0.931665442720106	-0.02995166660116	0.976105600322303	0.980104681384614
cdk2	778.536293745057	-1.05438391807901	0.188200028538179	-5.60246417744359	2.11325720529694e-08	9.69667314061459e-08
pmela	3.66237853534571	-2.49217312429961	0.973795777161578	-2.55923591244542	0.0104902525785436	0.0181292615140789
prph	1.62535374021523	-4.47478936758224	1.4964146712007	-2.99034048095221	0.00278666637959837	0.00542700252659884
timeless	299.899867190875	-0.663926492661135	0.311883031651299	-2.12876759965395	0.0332734928155248	0.0513621922019956
LOC117820607	137.343907453216	-6.20792471320752	0.61283764804353	-10.1298031102139	4.0746907561077e-24	9.77473494903617e-23
mmp19	17.5672339923568	-2.48336206077029	0.853561380125237	-2.90941239680493	0.00362108853370054	0.00689887303347194
suox	36.5507989496001	-1.86620577113462	0.514184949632172	-3.62944456555881	0.000284031716362572	0.000665184316135103
mcrs1	484.994695344566	0.66410946722295	0.294421047567108	2.25564535114147	0.0240928506004709	0.038386122734736
LOC117815730	12.4412816477518	-0.101882219432874	0.575907393101908	-0.176907295605503	0.859581207945917	0.882751913970292
