Symbol	GOs
mta2	GO:0000122,GO:0003682,GO:0003713,GO:0003714,GO:0005654,GO:0016575,GO:0016581,GO:0042826,GO:0043565
cth1	GO:0003729,GO:0046872
taf6l	GO:0000124,GO:0003713,GO:0005669,GO:0006367,GO:0006367,GO:0016251,GO:0046695,GO:0046982,GO:0051123
LOC117807729	GO:0016020,GO:0016020,GO:0022841,GO:0030322,GO:0071805,GO:0071805
LOC117807730	NA
ehbp1l1a	GO:0005515
senp3b	GO:0005634,GO:0016926,GO:0016929
LOC117807616	GO:0002183,GO:0003724,GO:0003743,GO:0005524,GO:0010494
LOC117807896	NA
LOC117807894	NA
sox19b	GO:0000978,GO:0000981,GO:0006355,GO:0006355,GO:0009653,GO:0030154
LOC117807157	NA
mpdu1b	GO:0009312
LOC117807455	GO:0005515
mblac1	NA
zgc:172079	GO:0016020,GO:0016020
trnaw-cca_42	NA
LOC117807454	GO:0004930,GO:0007186,GO:0016020,GO:0032793,GO:0048266
gal3st4	GO:0001733,GO:0001733,GO:0009247,GO:0009247,GO:0016020,GO:0016020
map11	GO:0043014,GO:0043014,GO:0060271,GO:0060271,GO:1990071
zanl	GO:0005515,GO:0016020
trnas-uga_15	NA
trnat-agu_15	NA
serpine1	GO:0004867,GO:0005615,GO:0010757,GO:0010951,GO:0061044
trnal-aag_24	NA
vgf	GO:0005184
ap1s1	GO:0006886,GO:0016192,GO:0016192,GO:0030117,GO:0030121,GO:0035615,GO:0043231
snapc2	GO:0009301,GO:0009301,GO:0016251,GO:0016251,GO:0016604
LOC117807602	NA
LOC117807809	NA
LOC117807810	NA
LOC117807849	NA
LOC117807850	NA
LOC117807811	NA
LOC117807851	NA
LOC117807852	NA
LOC117807040	NA
LOC117807468	NA
LOC117807560	NA
LOC117807070	NA
ache	GO:0003990,GO:0005615,GO:0005886,GO:0006581,GO:0019695
si:dkey-6n21.12	GO:0005886,GO:0030054,GO:0035332
si:dkey-6n21.13	GO:0004930,GO:0004930,GO:0007186,GO:0008142,GO:0016020
LOC117807653	NA
LOC117807707	GO:0016589,GO:0071339
LOC117807321	GO:0004521,GO:0090305
alox12	GO:0004052,GO:0005506,GO:0005515,GO:0034440,GO:0043651,GO:0050473
pelp1	GO:0005634,GO:0006364
med11	GO:0003712,GO:0003712,GO:0006357,GO:0006357,GO:0016592,GO:0016592
LOC117807656	GO:0002031,GO:0005737,GO:0007165,GO:0007165,GO:0031701,GO:0070374
LOC117807657	NA
LOC117807597	GO:0005576,GO:0006955,GO:0008009
ccl36.1	GO:0002548,GO:0005576,GO:0005615,GO:0006954,GO:0006955,GO:0007186,GO:0008009,GO:0008009,GO:0030593,GO:0043547,GO:0048020,GO:0048247,GO:0070098,GO:0070374,GO:0071346,GO:0071347,GO:0071356
tbc1d14	NA
kiaa0232	NA
LOC117807450	GO:0002548,GO:0005576,GO:0005615,GO:0006954,GO:0006955,GO:0007186,GO:0008009,GO:0008009,GO:0030593,GO:0043547,GO:0048020,GO:0048247,GO:0070098,GO:0070374,GO:0071346,GO:0071347,GO:0071356
LOC117807553	NA
LOC117807194	GO:0005509,GO:0005737,GO:0043542,GO:0046914,GO:0070062
LOC117807193	NA
LOC117807191	GO:0005923,GO:0007155,GO:0050892,GO:0090557,GO:0090559
LOC117807190	GO:0005337,GO:0005337,GO:0005886,GO:0015853,GO:0015854,GO:0015862,GO:0016323,GO:0035344,GO:0035364,GO:1901642,GO:1901642
LOC117807391	GO:0004722,GO:0005634,GO:0005737,GO:0032922,GO:0042752
LOC117807393	NA
rela	GO:0000978,GO:0000981,GO:0005737,GO:0005737,GO:0006357,GO:0006954,GO:0007249,GO:0033554,GO:0034097,GO:0038061,GO:0045087
c23h11orf68	NA
drap1	GO:0000122,GO:0001046,GO:0003713,GO:0003714,GO:0005634,GO:0006366,GO:0016251,GO:0017054,GO:0045944,GO:0046982
LOC117807507	GO:0004706,GO:0005515,GO:0005524,GO:0005813,GO:0006468,GO:0007017,GO:0043065
nrxn2b	NA
LOC117807185	NA
LOC117806999	NA
LOC117807000	NA
LOC117806960	NA
LOC117807812	NA
LOC117807591	NA
LOC117807544	NA
LOC117807607	GO:0005085,GO:0005085,GO:0005509,GO:0005886,GO:0007265,GO:0043547
LOC117807608	GO:0009306,GO:0046907
alpk1	GO:0004674,GO:0004674,GO:0005524,GO:0006468
LOC117807304	GO:0005509,GO:0005509,GO:0005576,GO:0005576,GO:0005764,GO:0007160,GO:0007160
LOC117807305	GO:0005509,GO:0005509,GO:0005576,GO:0005576,GO:0005764,GO:0007160,GO:0007160
LOC117807306	GO:0005509,GO:0005509,GO:0005576,GO:0005576,GO:0005764,GO:0007160,GO:0007160
cskmt	NA
otub1b	GO:0004843,GO:0005634,GO:0043130,GO:0071108,GO:1901315,GO:2000780
nectin4a	GO:0005912,GO:0007156,GO:0007157
fcer1g	GO:0007166,GO:0019767,GO:0032998
ndufs2	GO:0005747,GO:0006120,GO:0008137,GO:0048038,GO:0051287
kirrel1a	GO:0005911,GO:0050839,GO:0098609
LOC117807837	NA
trnar-ucu_36	NA
il13ra1	GO:0005515
LOC117807839	NA
dock11	GO:0005085,GO:0007264,GO:0043547,GO:0051491
haus4	GO:0007098,GO:0007098,GO:0051011,GO:0051225,GO:0051225,GO:0070652,GO:0070652
fxr2	GO:0000381,GO:0001934,GO:0003730,GO:0005634,GO:0005844,GO:0006974,GO:0007417,GO:0008089,GO:0014069,GO:0016020,GO:0017148,GO:0030424,GO:0030426,GO:0042803,GO:0043025,GO:0043197,GO:0043488,GO:0044326,GO:0045182,GO:0045727,GO:0048814,GO:0051489,GO:0060998,GO:0071598,GO:0098793,GO:0099578,GO:1902737,GO:1905244
LOC117807071	NA
LOC117807209	GO:0003729,GO:0005829
tifa	GO:0005515,GO:0005515,GO:0007249
LOC117807262	GO:0000398,GO:0003729,GO:0016607
LOC117807510	NA
LOC117807503	GO:0009617
LOC117807640	GO:0009617
LOC117807579	NA
LOC117807813	GO:0009617
LOC117807111	NA
LOC117807110	GO:0009617
LOC117807471	GO:0009617
LOC117807101	GO:0009617
LOC117807098	GO:0009617
LOC117807100	GO:0009617
LOC117807540	GO:0009617
LOC117807493	GO:0009617
LOC117807521	GO:0009617
LOC117807517	GO:0009617
LOC117807514	GO:0009617
LOC117807060	GO:0009617
LOC117807058	GO:0009617
LOC117807059	GO:0009617
LOC117807814	GO:0009617
LOC117807550	GO:0009617
LOC117807574	GO:0009617
LOC117807543	GO:0009617
LOC117807815	GO:0009617
LOC117807505	GO:0009617
LOC117807816	GO:0009617
LOC117807545	GO:0009617
LOC117807495	GO:0009617
LOC117807500	GO:0009617
LOC117807610	NA
LOC117807613	GO:0009617
LOC117807515	GO:0009617
LOC117807034	GO:0009617
LOC117807036	NA
LOC117807817	NA
LOC117807033	GO:0009617
LOC117807818	GO:0009617
LOC117807429	GO:0009617
LOC117807526	GO:0009617
LOC117807511	GO:0009617
LOC117807820	NA
LOC117807467	GO:0009617
LOC117807483	GO:0009617
LOC117807523	GO:0009617
LOC117807115	GO:0002430,GO:0004875,GO:0004930,GO:0004930,GO:0005886,GO:0006954,GO:0007200,GO:0007204
LOC117807117	GO:0009617
LOC117807118	GO:0009617
si:dkey-165a24.9	GO:0004930,GO:0007186,GO:0016020
LOC117807433	GO:0008194
LOC117807463	GO:0008194
ponzr4	NA
LOC117807717	NA
si:dkey-112a7.4	GO:0006469,GO:0008427,GO:0019901
cldn7a	GO:0005198,GO:0005886,GO:0005923,GO:0007155,GO:0070830
chrnb1l	GO:0004888,GO:0004888,GO:0007165,GO:0007268,GO:0022848,GO:0034220,GO:0034220,GO:0042391,GO:0043005,GO:0045202,GO:0045211,GO:0050877
LOC117807313	GO:0003713,GO:0003714,GO:0004674,GO:0004713,GO:0005524,GO:0005634,GO:0005737,GO:0007224,GO:0016605,GO:0018105,GO:0018107,GO:0042771,GO:0045944,GO:0046332
fgf11a	GO:0001934,GO:0005104,GO:0005615,GO:0005737,GO:0008083,GO:0008083,GO:0008284,GO:0008543,GO:0009887,GO:0010628,GO:0030154,GO:0030334
tmem102	NA
LOC117807509	NA
LOC117807821	NA
tmem256	NA
nlgn2a	GO:0007158,GO:0007268,GO:0009986,GO:0038023,GO:0042043,GO:0042043,GO:0045202,GO:0048488,GO:0050804,GO:0097104,GO:0097105,GO:0099634
LOC117807822	NA
si:dkey-85k7.12	GO:0005525
LOC117807021	GO:0004326,GO:0004326,GO:0005524,GO:0005524,GO:0005737,GO:0005739,GO:0005829,GO:0046901
LOC117807024	NA
LOC117807023	GO:0005930,GO:0007018,GO:0008569,GO:0030286,GO:0031514,GO:0045505,GO:0051959
LOC117807022	GO:0004326,GO:0004326,GO:0005524,GO:0005524,GO:0005737,GO:0005739,GO:0005829,GO:0046901
LOC117807025	NA
LOC117807629	GO:0005930,GO:0007018,GO:0008569,GO:0030286,GO:0031514,GO:0045505,GO:0051959
LOC117807716	NA
LOC117807732	NA
LOC117807081	GO:0003676,GO:0015074
LOC117807559	NA
LOC117807557	NA
serpinh2	GO:0004867,GO:0005615,GO:0005783,GO:0010951,GO:0030199
LOC117807826	NA
efnb3b	GO:0005886,GO:0007411,GO:0046875,GO:0048013
wrap53	GO:0003723,GO:0005515,GO:0015030,GO:0030576
gigyf1a	GO:0005515,GO:0048009
LOC117807205	GO:0003676,GO:0016787,GO:0046872
LOC117807522	GO:0003676,GO:0016787,GO:0046872
si:dkey-85k7.10	GO:0003676,GO:0016787,GO:0046872
ufsp1	NA
LOC117807554	GO:0007339,GO:0031012,GO:0032190,GO:0035803,GO:2000344
epoa	GO:0005125,GO:0005128,GO:0005128,GO:0005179,GO:0005576,GO:0005576,GO:0005615,GO:0048823
pop7	GO:0000172,GO:0000172,GO:0001682,GO:0001682,GO:0003676,GO:0005634,GO:0005655,GO:0005655
rpgrip1	GO:0032391,GO:0046548,GO:1905515
LOC117807230	GO:0000132,GO:0000776,GO:0000922,GO:0005875,GO:0007097,GO:0030424
tdrd7b	GO:0002089,GO:0007283,GO:0070306
si:cabz01076231.1	GO:0005509
tmem88b	GO:0005886,GO:0030165
kdm6ba	GO:0000978,GO:0007507,GO:0010468,GO:0031490,GO:0044666,GO:0071557,GO:0071558
si:ch211-246m6.5	GO:0005102,GO:0005509,GO:0005576,GO:0009986,GO:0048856
kynu	GO:0005737,GO:0005737,GO:0009435,GO:0009435,GO:0019441,GO:0030170,GO:0030170,GO:0030429,GO:0030429,GO:0043420
LOC117808418	NA
LOC117808409	GO:0005515,GO:0005737,GO:0016020
si:ch211-246m6.4	GO:0000977,GO:0000981,GO:0006357,GO:0032502,GO:0046983
aox6	GO:0005506,GO:0005506,GO:0016491,GO:0016491,GO:0043546,GO:0051537,GO:0071949
LOC117808413	GO:0003924,GO:0005525,GO:0005525,GO:0005737,GO:0006886,GO:0032456
LOC117808406	GO:0005515,GO:0005737
s100b	GO:0005615,GO:0005634,GO:0005737,GO:0008284,GO:0043123,GO:0044548,GO:0050786
LOC117808415	NA
LOC117808417	NA
LOC117808414	GO:0000976,GO:0004879,GO:0005634,GO:0006357,GO:0034751,GO:0046983
LOC117808419	NA
ahr1b	GO:0000976,GO:0004879,GO:0005634,GO:0006357,GO:0034751,GO:0046983
LOC117808301	GO:0005515,GO:0005615,GO:0031012
LOC117808169	GO:0005886,GO:0042590
nab1b	GO:0003712,GO:0003712,GO:0005634,GO:0005634,GO:0008134,GO:0045892
glsa	GO:0004359,GO:0004359,GO:0005515,GO:0006537,GO:0006543
stat1a	GO:0000978,GO:0000981,GO:0006357,GO:0006952,GO:0007259,GO:0042127,GO:0043434,GO:0060337
LOC117808153	GO:0005125,GO:0005576,GO:0005615,GO:0008083,GO:0060395
LOC117808156	NA
LOC117808150	GO:0005912,GO:0007015,GO:0016324,GO:0030864,GO:0043296,GO:0051015,GO:0051015
LOC117808154	GO:0005198,GO:0005886,GO:0005923,GO:0007155,GO:0070830
sumo1	GO:0005634,GO:0016605,GO:0016925,GO:0031386,GO:0044389
map3k2	GO:0004672,GO:0005515,GO:0005524,GO:0006468
si:ch211-113j14.1	GO:0004497,GO:0005506,GO:0005743,GO:0006700,GO:0006704,GO:0008203,GO:0016705,GO:0020037,GO:0034650,GO:0071375
tmem198b	GO:0005886,GO:0031410,GO:0090263
desmb	GO:0005882,GO:0005911,GO:0030018,GO:0042383,GO:0060538
dnpep	GO:0004177,GO:0004177,GO:0006508,GO:0006508,GO:0008270,GO:0008270
ptprnb	GO:0004725,GO:0006470,GO:0030141
LOC117808465	GO:0000226,GO:0000278,GO:0005200,GO:0005200,GO:0005525,GO:0005525,GO:0005737,GO:0005874,GO:0005874
LOC117808467	GO:0000226,GO:0000278,GO:0005200,GO:0005200,GO:0005525,GO:0005525,GO:0005737,GO:0005874,GO:0005874
LOC117808468	NA
bin1b	GO:0005543,GO:0005737,GO:0005886,GO:0008021,GO:0048156
LOC117808466	GO:0001708,GO:0005113,GO:0005509,GO:0005615,GO:0007224,GO:0007267,GO:0007275,GO:0010468,GO:0016539,GO:0016540
nhej1	GO:0005634,GO:0006303,GO:0032807,GO:0045027
LOC117808391	NA
rpgrb	GO:0001750,GO:0006511,GO:0007601,GO:0016567,GO:0061630
LOC117808106	GO:0000776,GO:0005737,GO:0005868,GO:0007018,GO:0045505
LOC117808103	GO:0005886,GO:0006952,GO:0016175,GO:0042554,GO:0043020
LOC117808105	GO:0004896,GO:0005515,GO:0009897,GO:0019221
dusp27	GO:0005737,GO:0006470,GO:0006470,GO:0008138,GO:0008138,GO:0033549,GO:0043409
LOC117808471	GO:0007015,GO:0008360,GO:0051015
LOC117808225	GO:0000978,GO:0003700,GO:0006357
plaat1l	GO:0004623,GO:0005737,GO:0008970,GO:0016410,GO:0070292
ephx2	GO:0000287,GO:0005777,GO:0042577,GO:0042632,GO:0046839
LOC117808220	GO:0005515,GO:0005737,GO:0016887,GO:0042981,GO:0050729
LOC117808223	GO:0005247,GO:0005247,GO:0005769,GO:0005794,GO:0006821,GO:0008021,GO:0016020,GO:0055085
LOC117808226	GO:0019934,GO:0046069,GO:0047555
LOC117808222	GO:0005815,GO:0005876,GO:0005881,GO:0008017,GO:0043515,GO:0072686,GO:0090307
LOC117808485	NA
LOC117808232	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0007224
LOC117808227	GO:0005125,GO:0005576,GO:0005615,GO:0008083,GO:0030509,GO:0060395
LOC117808231	GO:0003924,GO:0003924,GO:0005525,GO:0005525,GO:0005886,GO:0007265,GO:0019003
LOC117808230	GO:0007249,GO:0050769,GO:1902042
LOC117808472	NA
zeb2b	GO:0000978,GO:0000981,GO:0006357,GO:0048856
LOC117808387	NA
LOC117808386	NA
LOC117808384	GO:0005524,GO:0005524,GO:0005886,GO:0006468,GO:0006468,GO:0017002,GO:0032924,GO:0048179,GO:0048185,GO:0071363
orc4	GO:0003688,GO:0005634,GO:0005634,GO:0005664,GO:0006260,GO:0006260,GO:0006270,GO:0016887
LOC117808159	GO:0003677,GO:0003682,GO:0005634,GO:0010369
LOC117808214	GO:0003777,GO:0003777,GO:0005524,GO:0007018,GO:0007018,GO:0008017
LOC117808212	GO:0005634,GO:0005737,GO:0005886,GO:0005912,GO:0007043,GO:0045296,GO:0098609
LOC117808215	NA
LOC117808430	GO:0003712,GO:0005634,GO:0030018
LOC117808429	GO:0006629,GO:0008081
LOC117808375	NA
LOC117808435	NA
LOC117808434	NA
LOC117808095	GO:0017124,GO:0030027
LOC117808367	GO:0004497,GO:0005506,GO:0016020,GO:0016705,GO:0020037
tmem237b	GO:0035869,GO:0060271
mpp4b	GO:0005515,GO:0005886,GO:0005912
als2b	GO:0005085
LOC117808358	GO:0004888,GO:0004888,GO:0007165,GO:0007268,GO:0022848,GO:0034220,GO:0034220,GO:0042391,GO:0043005,GO:0045202,GO:0045211,GO:0050877
LOC117808355	GO:0005737,GO:0016316
zgc:113142	GO:0016491
LOC117808361	GO:0006814,GO:0006885,GO:0015385,GO:0015385,GO:0016020,GO:0016020,GO:1902600,GO:1902600
LOC117808363	GO:0006508,GO:0008236,GO:0008239
LOC117808364	GO:0000226,GO:0000278,GO:0005200,GO:0005200,GO:0005525,GO:0005525,GO:0005737,GO:0005874,GO:0005874
gpd2	GO:0004368,GO:0004368,GO:0005509,GO:0005739,GO:0006072,GO:0006072,GO:0009331,GO:0009331
LOC117808366	GO:0000978,GO:0004879,GO:0005634,GO:0005634,GO:0005667,GO:0006357,GO:0008270,GO:0021953,GO:0035259,GO:0071376,GO:0071542
LOC117808389	NA
LOC117808181	GO:0005515
LOC117808179	GO:0003729,GO:0005634,GO:0005737,GO:0010468,GO:0051252
LOC117808182	GO:0005515,GO:0005886
LOC117808183	NA
LOC117808184	NA
atp7b	GO:0005507,GO:0005507,GO:0005524,GO:0006812,GO:0016020,GO:0016020,GO:0016887,GO:0043682,GO:0055070
eed	GO:0000122,GO:0005515,GO:0031491,GO:0035098
pwp2h	GO:0000028,GO:0000462,GO:0005515,GO:0032040,GO:0034388
pjvk	GO:0005737,GO:0012501
LOC117808474	GO:0005515
col5a2b	GO:0005201
LOC117808146	GO:0001525,GO:0001605,GO:0001635,GO:0004948,GO:0005886,GO:0007166,GO:0007189
zswim2	GO:0008270,GO:0061630
LOC117808143	NA
LOC117808144	GO:0007020,GO:0031116,GO:0031122,GO:0035371
LOC117808148	NA
mrps9	GO:0003723,GO:0003735,GO:0003735,GO:0005763,GO:0005840,GO:0005840,GO:0006412,GO:0006412
LOC117808392	NA
pou3f3b	GO:0000978,GO:0000981,GO:0000981,GO:0005634,GO:0006357,GO:0006357,GO:0007420
LOC117807970	NA
LOC117808262	NA
LOC117808263	NA
LOC117808236	GO:0016020
LOC117808235	GO:0005885,GO:0030479,GO:0034314,GO:0051015
LOC117808433	GO:0030550,GO:0095500
LOC117808324	GO:0001578,GO:0007019,GO:0035371
LOC117808339	NA
LOC117808333	GO:0005829,GO:0005975,GO:0006116,GO:0009331,GO:0042803,GO:0046168,GO:0047952,GO:0051287
LOC117808330	GO:0005829,GO:0015248,GO:0016020,GO:0032934,GO:0043231
LOC117808331	GO:0005307,GO:0005886,GO:0008292,GO:0015871,GO:0055085
LOC117808332	GO:0005307,GO:0005886,GO:0008292,GO:0015871,GO:0055085
LOC117808335	GO:0005789,GO:0005789,GO:0007029,GO:0007029,GO:0016192,GO:0038158
LOC117808338	NA
LOC117808328	GO:0005515
LOC117808326	GO:0005085,GO:0005515
filip1l	NA
LOC117808337	NA
ccdc28a	NA
prox1a	GO:0000978,GO:0000981,GO:0005634,GO:0006357
LOC117808448	GO:0005391,GO:0005524,GO:0006883,GO:0016020,GO:0016887,GO:0030007,GO:0036376,GO:1902600,GO:1990573
LOC117808242	GO:0005391,GO:0005524,GO:0006883,GO:0016020,GO:0016887,GO:0030007,GO:0036376,GO:1902600,GO:1990573
obsl1a	GO:0005515
LOC117808243	GO:0008420,GO:0008420
LOC117808186	GO:0004672,GO:0004672,GO:0005515,GO:0005524,GO:0006468
LOC117808187	NA
inha	GO:0005125,GO:0005576,GO:0005615,GO:0008083,GO:0060395
LOC117808082	GO:0005922,GO:0005922,GO:0007154,GO:0007154
stk11ip	GO:0005515,GO:0005737,GO:0008104
igfbp2a	GO:0005576,GO:0005615,GO:0031994,GO:0031995,GO:0043567
igfbp5a	GO:0001968,GO:0005576,GO:0005615,GO:0031994,GO:0031995,GO:0043567
tns1a	GO:0005515,GO:0010761
LOC117808165	NA
LOC117808164	GO:0000079,GO:0005886,GO:0019901,GO:0060828,GO:0061575
mettl21a	GO:0005737,GO:0005829,GO:0016279,GO:0018022
LOC117808087	GO:0000981,GO:0005515,GO:0005634,GO:0006357,GO:0035497,GO:1990589
klf7a	GO:0000978,GO:0000981,GO:0006357
si:ch211-93g23.2	GO:0008757
LOC117807960	GO:0006816,GO:0006886,GO:0006886,GO:0007186,GO:0008277,GO:0008277,GO:0009986,GO:0015026,GO:0015026,GO:0016020,GO:0016020,GO:0031623,GO:0032870,GO:0043235,GO:0072659
LOC117807957	GO:0004714,GO:0005154,GO:0005524,GO:0006468,GO:0007169,GO:0007169,GO:0007275,GO:0008284,GO:0009925,GO:0033674,GO:0043235
lancl1	GO:0005886,GO:0005975,GO:0031179
mylz3	GO:0005509,GO:0016460,GO:0043292
acadl	GO:0004466,GO:0004466,GO:0005739,GO:0016401,GO:0019254,GO:0033539,GO:0042758,GO:0042758,GO:0050660,GO:0050660
LOC117808137	GO:0000226,GO:0008017,GO:0031175,GO:0043005
LOC117808140	GO:0005261,GO:0030424,GO:0034703,GO:0055080
LOC117808142	NA
LOC117808141	NA
atp5pf	GO:0000276,GO:0000276,GO:0005753,GO:0015078,GO:0015078,GO:0015986,GO:0015986
appa	GO:0004867,GO:0005102,GO:0005769,GO:0005794,GO:0005886,GO:0007409,GO:0007417,GO:0008201,GO:0009986,GO:0030546,GO:0045121,GO:0046914
cyyr1	NA
adamts1	GO:0004222,GO:0004222,GO:0006508,GO:0030198,GO:0030198,GO:0031012
LOC117807979	GO:0004222,GO:0004222,GO:0006508,GO:0008270,GO:0030198,GO:0030198,GO:0062023
LOC117807992	GO:0016020,GO:0016020,GO:0035725
LOC117808012	NA
LOC117807984	GO:0000978,GO:0005515,GO:0007507,GO:0010468,GO:0031490,GO:0044666,GO:0071557,GO:0071558
LOC117808007	GO:0000422,GO:0005741
cenpl	NA
LOC117807989	GO:0004672,GO:0005102,GO:0005524,GO:0005886,GO:0005911,GO:0006468,GO:0016323,GO:0046928
LOC117807997	GO:0007186,GO:0007186,GO:0016020,GO:0045028
LOC117808005	GO:0005634,GO:0005634,GO:0031144,GO:0031144,GO:0071630,GO:0071630
LOC117807991	GO:0004908,GO:0007165,GO:0045920
LOC117808009	NA
LOC117808011	NA
LOC117808010	NA
LOC117808002	GO:0000166,GO:0003723,GO:0005739,GO:0009986,GO:0050901,GO:0070160,GO:0098636
LOC117808006	GO:0003924,GO:0003924,GO:0005525,GO:0005525,GO:0005886,GO:0019003,GO:0030336,GO:0032486,GO:0032486
mbnl2	GO:0046872
cdadc1	GO:0002100,GO:0004132,GO:0005737,GO:0006226,GO:0006231,GO:0008251,GO:0008270
LOC117807995	GO:0005515
cab39l	GO:0035556,GO:0043539
mcf2la	GO:0005085,GO:0005085,GO:0005515,GO:0005737,GO:0019898,GO:0035025,GO:0035556
LOC117807994	GO:0003779,GO:0003779,GO:0005856,GO:0005886,GO:0005902,GO:0005912,GO:0008360,GO:0030175,GO:0045177,GO:0050839,GO:1902115,GO:1902966,GO:2000643
LOC117807988	GO:0003729,GO:0004521,GO:0005634,GO:0036464,GO:0046872
map4k4	GO:0004672,GO:0005524,GO:0006468
chst10	GO:0008146,GO:0008146,GO:0016020,GO:0016020,GO:0016051,GO:0030166
rpl31	GO:0002181,GO:0003735,GO:0003735,GO:0005840,GO:0005840,GO:0022625
zc3h13	GO:0036396,GO:0046872,GO:0080009
cpb2	GO:0004181,GO:0004181,GO:0005615,GO:0006508,GO:0006508,GO:0008270,GO:0042730,GO:0042730
alg11	GO:0004377,GO:0004377,GO:0005789,GO:0006487,GO:0006490
raph1b	GO:0005829,GO:0005886,GO:0007165
LOC117808314	GO:0009897,GO:0042129,GO:0050852
fastkd2	GO:0000963,GO:0003723,GO:0005759,GO:0035770,GO:0044528,GO:0044528
mdh1b	GO:0006099,GO:0006107,GO:0006108,GO:0006734,GO:0030060
retreg2	NA
prkag3a	GO:0000079,GO:0000079,GO:0000307,GO:0005634,GO:0016538,GO:0019901,GO:0019901
abcb6a	GO:0005524,GO:0015439,GO:0015886,GO:0016020,GO:0016887,GO:0020037,GO:0055085,GO:0055085
LOC117808297	NA
nrp2a	GO:0001525,GO:0005021,GO:0007411,GO:0016020,GO:0017154,GO:0038084
LOC117808245	GO:0000226,GO:0005515,GO:0005912,GO:0005938,GO:0007155,GO:0008104,GO:0016324,GO:0030010,GO:0035091,GO:0043296,GO:0045197,GO:0051660
LOC117808246	NA
LOC117808247	GO:0007339,GO:0031012,GO:0032190,GO:0035803,GO:2000344
LOC117808248	GO:0001934,GO:0005104,GO:0005615,GO:0005737,GO:0008083,GO:0008083,GO:0008284,GO:0008543,GO:0009887,GO:0010628,GO:0030154,GO:0030334
LOC117808475	GO:0000226,GO:0005912,GO:0005938,GO:0007155,GO:0008104,GO:0016324,GO:0030010,GO:0035091,GO:0043296,GO:0045197,GO:0051660
LOC117808240	NA
LOC117808343	GO:0007339,GO:0031012,GO:0032190,GO:0035803,GO:2000344
LOC117808453	GO:0001934,GO:0005104,GO:0005615,GO:0005737,GO:0008083,GO:0008083,GO:0008284,GO:0008543,GO:0009887,GO:0010628,GO:0030154,GO:0030334
tubgcp3	GO:0000278,GO:0000922,GO:0000923,GO:0005813,GO:0007020,GO:0008275,GO:0031122,GO:0043015,GO:0043015,GO:0051011,GO:0051225,GO:0051321
LOC117808446	GO:0000287,GO:0005524,GO:0005783,GO:0005802,GO:0005886,GO:0016887,GO:0045332,GO:0055037,GO:0140326,GO:0140326
LOC117808039	NA
LOC117808038	GO:0000978,GO:0000981,GO:0006355,GO:0006355,GO:0009653,GO:0030154
LOC117807974	GO:0005085,GO:0005515,GO:0035556
LOC117807973	GO:0004713,GO:0005524,GO:0005856,GO:0005925,GO:0006468,GO:0007172
LOC117807976	GO:0016799
unc50	GO:0000139
kpnb3	GO:0005515,GO:0005634,GO:0005737,GO:0006606,GO:0008139,GO:0061608
atg13	GO:0000045,GO:0000407,GO:0000423,GO:0005829,GO:0019898,GO:0034497,GO:0034727,GO:1990316,GO:1990316
harbi1	NA
creb3l1	GO:0000981,GO:0006357,GO:0035497
zgc:110699	GO:0003924,GO:0005525
LOC117808267	GO:0008137,GO:0016020,GO:0042773,GO:0051536
LOC117808449	GO:0001755,GO:0007411,GO:0030215,GO:0030335,GO:0045499,GO:0048675,GO:0048843,GO:0071526
LOC117808027	GO:0005515,GO:0005891,GO:0005891,GO:0007268,GO:0007528,GO:0008331,GO:0070588,GO:1901385
LOC117808028	NA
LOC117808025	GO:0003723,GO:0048024,GO:0051726
LOC117808031	GO:0004383,GO:0004383,GO:0006182,GO:0008074,GO:0019934,GO:0020037,GO:0070482
chrm4a	GO:0005886,GO:0016907,GO:0071880
mdka	GO:0008083,GO:0008083
dgkza	GO:0004143,GO:0004143,GO:0005515,GO:0005634,GO:0007205,GO:0035556,GO:0046339,GO:0046834,GO:0051966
cryaa	GO:0002088,GO:0005212,GO:0009408,GO:0042026,GO:0044183
hsf2bp	GO:0005829
LOC117808034	GO:0005515
arhgap1	GO:0005096,GO:0005737,GO:0007264,GO:2001136
arl6ip6	NA
slc19a2	GO:0005886,GO:0051180,GO:0051180,GO:0055085,GO:0090482,GO:0090482
atg3	GO:0000045,GO:0000153,GO:0000422,GO:0005829,GO:0019776,GO:0044804
cars2	GO:0004817,GO:0004817,GO:0005524,GO:0005524,GO:0005737,GO:0006423,GO:0006423
LOC117808256	NA
LOC117808255	GO:0001671,GO:0005890,GO:0005890,GO:0006883,GO:0030007,GO:0036376,GO:1990573
LOC117808257	NA
LOC117808258	NA
LOC117808476	GO:0005222,GO:0005223,GO:0005886,GO:0017071,GO:0030553,GO:0044877,GO:0098655
LOC117808252	GO:0000209,GO:0006511,GO:0061630,GO:0061630
ddx4	GO:0003723,GO:0003724,GO:0003724,GO:0005524,GO:0005634,GO:0007276,GO:0030154,GO:0043186
ccdc14	GO:0034451,GO:0071539
anos1a	GO:0005515,GO:0005576,GO:0009986,GO:0030182,GO:0030414
LOC117808270	NA
sts	GO:0004065
pnpla4	GO:0004806,GO:0004806,GO:0005737,GO:0005811,GO:0016020,GO:0019433,GO:0050253,GO:0055088
pudp	GO:0016791,GO:0016791
